id,C_self
62a9513ae9305607fd5af01a,4.116034984588623
5c5198da659655000168955d,4.018113136291504
6121aaee9d29f0c6e3bc8bea,4.026009559631348
5dd365bdaf16d337333e212e,3.2561028003692627
63c25e4d8faec4d0ce9b0971,3.405649185180664
5ffc97615991d411f8ceff96,4.098183631896973
631636ea6359694a5ae0be31,4.149716854095459
6361a6a7be16d8144319fd3a,3.1300432682037354
5f400d4a51a8cd1011b37455,3.582712173461914
5d1e2045a37a4d001a1fc2cb,4.129851341247559
6384d848165f7e57de28607c,3.753786325454712
6318ede447b67917e308d47a,3.7542331218719482
62b32a0ea4ec7b2c14906e26,3.3479926586151123
6314e875f7c98f1d344b2e3f,3.346872568130493
62878aaca0be0ca1e7a3e553,4.295710563659668
5dcdb60be64aaa07c14065cc,3.322019577026367
5e88dd7a0febe805d3a120b6,4.302356719970703
5bfd81fb2feab400014d9060,3.574847936630249
5c552224f979a40001c44e4d,3.5380916595458984
620bdccba922fc3f247f6adb,3.382261037826538
5dec01e809c107301c5e307f,4.134303092956543
61523f5edff0567aa388e752,3.924725294113159
5bc5356e65cfb8000154bd82,3.634624719619751
60c90880a1658fe3dd81094d,4.167344093322754
606be72bace337114c3765ba,4.317021369934082
6234a71d1b478a615e51ab69,4.506438255310059
6335fd309608ba9c606477fc,3.9612419605255127
639f81939ef6d257c948425c,4.273585796356201
5cc3f0f9fdb33500018c5eeb,4.140152454376221
5dd1013c92b0d219edafe572,4.00306510925293
627121bbdd4e39bcc0a0079f,3.6852033138275146
5fba83d59b6574a3b7a9cdef,4.029162406921387
6143af8721d1445864c4f6c8,4.145673751831055
61213e741b9f968b5a292acb,3.5435025691986084
5e8801fc141e8b4872b73310,3.2569971084594727
62d458437af301fdbda37ebf,4.249387264251709
5f44c445cfb0a801244f652f,4.332862854003906
63bc6e03a6ee3b96041c5e7c,3.1737141609191895
580d5d1f357e890001dd14ce,2.738727569580078
5f6d0c1efaad4d16c44fdd6d,2.8807272911071777
6361498e831b3d9b3319fd7a,3.9356155395507812
63616da01c4fd05b28584b14,3.998086452484131
632ff41f3631baf749984e3e,4.036726951599121
60fd5824d314436829b64e0a,3.867051601409912
5f58d7941af44708223b94da,3.4582507610321045
60ca933bf8c977b730f77adb,4.007368087768555
62c2f317234b9ce70f6d3578,4.364977836608887
60ff5a85c957076686176e22,4.252449989318848
5f7b85c23139fa143589b106,3.7522614002227783
62699ca4c48ff1d410fcd8f7,4.252208709716797
6394e83b4be197877056c3bd,4.3841023445129395
614e0f70c4f1690a32f4b1a4,3.4808552265167236
56cc78e3ccc0e20006b82a7d,4.0039262771606445
62d59a7b40c07da2c0a5b473,3.73138689994812
615009a911243c691332e533,3.7993009090423584
55a44167fdf99b12b371c88c,3.6969666481018066
611844d4991f934439fb1c09,3.4263386726379395
5b894987e79bf50001e1ff95,4.05058479309082
6330deabf9912c7e44d35a69,4.430259704589844
60fee0ff7ad35c6bfa536947,3.66637921333313
5e55c629171aa20a11be18ea,4.225288391113281
5dedec3919398a49e1133b0d,4.24395227432251
58c1ce3c3783090001b49355,4.313704490661621
62fe7fcc250311d93a7d6268,4.260766983032227
6269dec10f8322b86513df05,4.136096000671387
60fde4a578cf2748430c899c,3.8701860904693604
60a30f9cd72ab8c6198d1bf6,4.254497528076172
63b5cb851b4ecdfcf20e92bd,4.385992050170898
5faef0fba9c3220dc424c28b,3.1503095626831055
5d8934dc4c680f00181616f8,3.9340627193450928
5dd5bde832699257cc9a2fef,4.383784294128418
610ed1ac68f6c344f9a8b17d,3.772094249725342
61117b4c2cfd3745eb8c4087,3.818570375442505
5ef9df1812148a78af8e76dc,3.180955410003662
5ce2dac69ab6de0018fabe6d,3.3944356441497803
5c076bc5e30c400001fc6f5a,4.016185760498047
637e384ecec03b1103500c04,3.8620083332061768
631b7e747ad94015bc372ca4,3.6238577365875244
62eecc131c4b40e5a9fdb8c0,3.3516604900360107
5eea18fc3e537f0c21f2e9df,3.4964101314544678
6297a75cd3f65c8152c48c2d,3.7019569873809814
62f27a3248a586b50eb6770b,3.7498557567596436
6110d5e5c6ce466532978870,3.5189716815948486
60b8e59ef963cd7c6989cd37,3.6096434593200684
628fa4639666e8550aa139d5,3.383460521697998
603fa7d057d382087d66d1c2,4.253446578979492
59014ee029f42300013cc5b7,4.164553642272949
5dc7870428e0d566b626bcb9,3.9445765018463135
598ba20f716a2c000187ce01,4.1590704917907715
5de9ce848b29320fd922c587,3.8809001445770264
62f7899403f442ec3cbb6bae,3.9267165660858154
62b9b95e108fbc4df78a2956,3.6155307292938232
6010b85d6f53774500088add,3.7757058143615723
612065dc0aa390e70c9848ff,3.6832664012908936
614f3f044ab295ed97809caa,4.14593505859375
56ac1289f209e0000cdabbe6,3.7772223949432373
5e83d36b6d7daf107aea7a7c,3.4725193977355957
610075fa5484c42a0afefc8c,3.5384323596954346
63235c5bf70d8e4f79b205cd,4.255549907684326
6114536a855a3dde7292bdde,3.664177656173706
6346ec54d92718e50403c433,3.343343734741211
5de78a77599d506f27692fcf,3.3305859565734863
602b5ccc19eacc286402decf,3.6933748722076416
60008e2ee4d8c913c602e0cd,3.397050142288208
60ff143e987163faf9bf15d6,3.968121290206909
63b6d3e17fd3063a57be2512,3.8821659088134766
63a4beddbca210e467a24f32,4.253356456756592
6294de1b341cd20e308d1a4a,4.588922500610352
60960a29d02b9ada38f583b5,3.796208620071411
558a327cfdf99b2d75651681,4.323988437652588
62989737409d018c733483c1,4.0454840660095215
5bebd4111296920001d55c5a,3.8857645988464355
62e6bfc9a37d8881f96efd81,3.6256589889526367
5d99898ab82ce10398fc1556,3.1536524295806885
5c92aa671ce0cd00128c6c86,4.136746883392334
5e836a3c2598d409928dae31,4.580839157104492
62a731da9fe4975958c14948,3.6266214847564697
5ea4c1cb7a313648ab349f3d,4.041960716247559
5c9ac1ed2497d20001689f53,3.258071184158325
6102f78ac1791768db58ed54,3.490666627883911
60ca70f0bb3fef9c094682eb,3.352884292602539
5cc8cab1f67ce800171cc5b2,3.7596499919891357
611c60d5deace46324300f93,3.884476900100708
6294e3dd871a695346c5d97a,3.5208826065063477
63614a372fef8174fe8363f1,3.9854962825775146
5f18ff404f90fe1473c2e3b6,3.8642544746398926
60ff1e2a6e2955fdf4315335,3.7542202472686768
